ssn,first_name,middle_name,last_name,gender,current_age,street_address,email,marital_status,current_timestamp,street_address_med,state_med,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,deceased_status
c167590743,sunita,inez,stover,f,47, carpentaria  circuit ,stover59@yahoo.com,married,2018-7-31t04:38+00:00, carpentaria    circuit ,nt,123,42,78,184,,bowel-obstruction,0
c114072348,marni,elaine,peaks,f,21, 5  duchess  court ,mppnpdlglc@hotmail.com,married-de-facto,2018-7-31t07:08+00:00, 5    duchess    court ,sa,125,47,73,155,,insomnia,0
g182218282,kelly,patrice,roach,f,31, 16  mclean  street ,kelly15@gmail.com,married-de-facto,2018-7-31t02:53+00:00, 16    mclean    street ,qld,123,42,76,217,,pain-secondary-to-multiple-fractures-s/p-mva,0
f154510747,michael,sherman,gunn,m,29, 3  torton  place ,semaoankhk@aol.com,married,2018-7-31t21:50+00:00, 3    torton    place ,nsw,63,20,81,170,,mild-hypothyroidism,0
c119026316,corine,brady,vangeuder,f,44, 121  whitmore  road ,vangeuder.corine@mail.com.au,married-de-facto,2018-7-31t12:12+00:00, 121    whitmore    road ,nsw,77,30,76,249,, prostate  cancer ,0
h170424879,cameron,dale,matthews,m,44, 196  toogood  road ,matthews37@mail.com,not-married,2018-7-31t20:31+00:00, 196    toogood    road ,qld,117,33,74,115,0,asperigillus-fumagatis,0
c118249335,kristen,love,crawford,f,27, 15  jardine  street ,kristen67@hotmail.com,married,2018-7-31t17:16+00:00, 15    jardine    street ,act,102,36,72,244,,fall,0
d190201018,brenda,knight,cook,f,27, glen  niven  road ,,married-de-facto,2018-7-31t19:08+00:00, glen    niven    road ,,97,42,77,218,,hypertension,0
i145552884,mary,olivia,Miss,f,23, 129  magnolia  avenue ,mary.masterson@aol.com,married-de-facto,2018-7-31t22:53+00:00, 129    magnolia    avenue ,vic,105,39,81,248,,macular-degeneration,0
e130591991,jacqueline,jeanine,jones,f,43, 43  dale  road ,jones64@yahoo.com,not-married,2018-7-31t22:27+00:00, 43    dale    road ,qld,101,32,75,214,,ankle-swelling,0
a119128979,wesley,ralph,cameron,m,20, bunker  road ,wesley.cameron@mail.com,married,2018-7-31t01:43+00:00, 36    cramer    street ,vic,73,28,70,124,0,uti,0
c182666683,carl,travis,austin,m,38, 5  greenglade  avenue ,austin.carl@aol.com,separated,2018-7-31t23:15+00:00, 5    greenglade    avenue ,sa,88,25,69,205,0,low-energy,0
a114144447,mickey,jerome,castle,m,30, 13  harry  street ,tbjneqhtff@mail.com.au,married,2018-7-31t14:30+00:00, 13    harry    street ,nsw,86,28,75,79,0,fall,0
c116624674,stella,christine,everette,f,39, 3  staff  road ,gssntmcfrg@aol.com,married,2018-7-31t18:52+00:00, 3    staff    road ,tas,111,38,78,157,,fall,0
e116867330,edward,gray,lowry,m,32, 3  swallow  street ,lbehicekoo@mail.com.au,married,2018-7-31t15:06+00:00, 3    swallow    street ,qld,73,19,73,166,1,headache,0
f113017116,maynard,christopher,douglas,m,48, 89  forrest  parade ,maynard.douglas@aol.com,not-married,2018-7-31t14:31+00:00, 89    forrest    parade ,nt,128,36,72,33,0,dizziness,0
a136826325,tonya,crotts,foster,f,19, 36  brinkin  terrace ,foster32@hotmail.com,married,2018-7-31t01:58+00:00, 36    brinkin    terrace ,nt,62,28,70,235,,coughing,0
h123831899,jeffrey,avery,parker,m,36, 156  jersey  road ,parker16@yahoo.com,married-de-facto,2018-7-31t19:43+00:00, 156    jersey    road ,nsw,57,17,74,130,,squamous-cell-carcinoma,0
e145239896,jana,frank,santiago,f,32, 35  carl  street ,jana70@yahoo.com,married,2018-7-31t13:31+00:00, 35    carl    street ,vic,106,33,68,193,,depressed-mood,0
a123797771,kimberly,seago,williams,f,29, 36  calala  court ,williams.kimberly@hotmail.com,divorced,2018-7-31t16:34+00:00, 36    calala    court ,qld,83,26,79,226,,blurred-vision,0
c138532375,james,james,kaczmar,m,31, burnett  street ,bjrnncpknq@gmail.com,not-married,2018-7-31t07:03+00:00, burnett    street ,qld,144,39,84,154,0,constipation,0
e157447494,sheryl,w,groomes,f,35, 20  winnett  street ,groomes63@mail.com,married,2018-7-31t21:23+00:00, 20    winnett    street ,qld,83,32,73,221,,diarrhea,0
a149320118,doris,charlene,mason,f,36, 6  spring  street ,banochpsod@mail.com.au,divorced,2018-7-31t23:34+00:00, 6    spring    street ,wa,70,44,66,168,,precancerous-lesion-removed-from-face,0
b153515001,thomas,danielle,huckabee,m,46, 11  smith  street ,huckabee21@mail.com.au,married-de-facto,2018-7-31t03:14+00:00, 11    smith    street ,act,79,20,77,265,0,ingrown-toenail-left-great-toe,0
g172241022,eugene,patrick,beaver,m,33, 1  daniel  street ,beaver6@hotmail.com,married-de-facto,2018-7-31t01:20+00:00, 1    daniel    street ,vic,116,39,72,186,,fall,0
a196391860,zachary,allen,conway,m,48, 1  giles  street ,zachary.conway@mail.com,not-married,2018-7-31t10:03+00:00, 1    giles    street ,nt,130,40,69,119,,increased-thirst,0
b157922726,linda,misshell,pearson,f,25, pikes  creek ,linda92@yahoo.com,married,2018-7-31t09:10+00:00, pikes    creek ,qld,130,42,73,197,,low-energy,0
a187865061,cindy,short,suddith,f,25, 18  hakea  street ,ctmcqhosdn@hotmail.com,not-married,2018-7-31t18:09+00:00, 18    hakea    street ,nt,137,54,79,62,,shorotness-of-breath-with-exertion,0
b164525574,david,lee,worley,m,31, 51  hill  street ,worley.david@hotmail.com,married,2018-7-31t17:51+00:00, 51    hill    street ,tas,149,44,74,184,0,depressed-mood,0
g116987170,hope,atlantis,phillips,f,30, piper  court ,phillips.hope@aol.com,married,2018-7-31t04:24+00:00, piper    court ,nt,110,45,70,179,,gum-surgery,0
g132010531,elizabeth,silver,morgan,f,44, 18  winterlake  road ,elizabeth96@gmail.com,divorced,2018-7-31t11:27+00:00, 18    winterlake    road ,nsw,99,34,71,168,,musculoskeletal-mild-chest-pain,0
a195596912,christine,ellen,whisenant,f,38, 67  barclay  avenue ,whisenant13@aol.com,not-married,2018-7-31t17:45+00:00, 67    barclay    avenue ,vic,132,54,74,167,,laceration-left-leg,0
e146108442,lorrine,hall,inman,f,44, 19  osborn  road  malak  0812  nt ,lorrine1@mail.com.au,separated,2018-7-31t12:06+00:00, 19    osborn    road ,nt,68,29,76,192,,acute-exacerbation-of-chronic-bronchitis,0
f118692467,richard,jarrod,johnson,m,25, 4  manton  place ,richard22@mail.com.au,married,2018-7-31t12:15+00:00, 4    manton    place ,vic,144,48,77,165,,heartburn,0
g127436917,t,ann,leutzinger,m,69, 78  main  street ,spbpaicops@mail.com.au,married,2018-7-31t01:17+00:00, 78    main    street ,nsw,86,26,70,225,0,post-lp-headache,0
i100275168,lars,graham,richardson,m,21, 12  thynne  court  maleny  4552  qld ,richardson.lars@mail.com.au,not-married,2018-7-31t15:14+00:00, 12    thynne    court ,qld,112,40,80,142,0,skin-breakdown,0
h127772322,lynda,lee,collins,f,39, 18  roma  street ,lynda.collins@mail.com.au,married,2018-7-31t19:16+00:00, 18    roma    street ,nsw,72,26,76,184,,insomnia,0
e191724969,gregory,anthony,pardini,m,43, 137  lakeview  drive ,gregory.pardini@mail.com.au,not-married,2018-7-31t22:07+00:00, 137    lakeview    drive ,vic,97,33,74,220,,dizziness,0
c183922804,judy,mercer,peters,f,23, 10  billara  close ,peters.judy@gmail.com,married,2018-7-31t13:51+00:00, 10    billara    close ,vic,119,50,76,196,,knee-stiffness,0
a106655917,thomas,p,grubbs,m,46, 34  plumbago  crescent ,grubbs.thomas@gmail.com,not-married,2018-7-31t04:04+00:00, 34    plumbago    crescent ,nt,125,45,80,135,0,cataracts,0
g115512076,henry,thomas,miles,m,33, 7  angus  court ,hqdsrfirtb@hotmail.com,married,2018-7-31t22:23+00:00, 7    angus    court ,vic,87,22,68,97,1,cataract-surgery,0
c133422773,anna,ann,gaither,f,39, 26  clifton  street ,anna.gaither@mail.com.au,married,2018-7-31t24:42+00:00, 26    clifton    street ,wa,130,48,71,105,,trigeminal-neuralgia,0
b148716908,leon,randolph,meldrich,m,29, 38  third  avenue ,meldrich.leon@mail.com,married-de-facto,2018-7-31t16:54+00:00, 38    third    avenue ,nsw,140,75,75,131,0,fall,0
g125735875,sidney,lyndall,howard,m,53, 2  wyoming  avenue ,howard.sidney@mail.com.au,married,2018-7-31t17:03+00:00, 2    wyoming    avenue ,nsw,149,46,66,142,0,total-knee-replacement,0
f149916330,willie,conwell,matheson,m,32, 11  nursery  street ,matheson15@hotmail.com,separated,2018-7-31t16:01+00:00, 11    nursery    street ,nsw,143,42,76,215,,low-energy,0
g160908073,katina,eldridge,mcgee,f,36, slaytons  road ,jtoihbntfe@mail.com.au,married-de-facto,2018-7-31t10:33+00:00, slaytons    road ,qld,102,32,72,192,,auto-accident,0
i112417023,dean,donald,hollingsworth,m,57, 65  kerr  street ,hollingsworth47@mail.com.au,married,2018-7-31t01:56+00:00, 65    kerr    street ,vic,125,40,80,104,,urinary-tract-infection,0
i162533737,lucy,rae,wall,f,54, 60  mooramba  avenue ,lucy11@hotmail.com,not-married,2018-7-31t06:28+00:00, 60    mooramba    avenue ,nsw,57,18,72,182,,sharp,0
d150866085,hayley,cook,lawrence,f,17, 8  scullin  court  wodonga    west  3690  vic ,cccbcnnmrq@mail.com,n/a,2018-7-31t16:28+00:00, 11    tulloch    court ,vic,56,23,77,119,,diarrhea,0
i155145005,tracy,carol,mcallister,f,31, 76  tamarix  road ,tracy37@mail.com.au,married,2018-7-31t23:42+00:00, 76    tamarix    road ,tas,130,44,82,112,,weight-loss,0
h182041633,robert,ray,davis,m,27, 22  roland  street ,robert.davis@aol.com,not-married,2018-7-31t02:49+00:00, 22    roland    street ,qld,77,25,73,138,0,hyperuricemia,0
f107842636,jimmie,m,ballard,f,24, 29  pennant  avenue ,ballard25@mail.com.au,married,2018-7-31t11:54+00:00, 29    pennant    avenue ,nsw,142,52,79,118,,chest-pain,0
c161908040,richard,vance,pritchard,m,21, 47  luttrell  street ,richard.pritchard@gmail.com,married,2018-7-31t08:43+00:00, commera    street ,nsw,74,25,80,191,0,low-energy,0
i103126867,jacob,eugene,irons,m,38, 66  pearse  street ,tkkpordiok@hotmail.com,married-de-facto,2018-7-31t10:46+00:00, 66    pearse    street ,qld,105,27,79,88,,fall,0
f176553541,christina,tormay,bost,f,43, 20  ross  street ,christina.bost@mail.com,married,2018-7-31t03:51+00:00, 20    ross    street ,nsw,120,39,74,216,,arthritis,0
e171245603,debbie,,bradford,f,31, 68  estell  street ,bradford.debbie@aol.com,married-de-facto,2018-7-31t23:11+00:00, 68    estell    street ,,88,30,75,121,,drowsiness,0
c137719691,teena,marie,morris,f,28, 16  burns  street ,,,2018-7-31t13:33+00:00, 16    burns    street ,nsw,70,41,70,24,,neck-pain,0
i168767362,marie,c,potestivo,f,41, 32  vale  street ,marie15@mail.com,married,2018-7-31t08:48+00:00, 32    vale    street ,vic,125,42,74,174,,coughing,0
g173093928,stephanie,henline,grant,f,32, 47  ingram  road ,stephanie.grant@hotmail.com,married,2018-7-31t09:13+00:00, 47    ingram    road ,qld,141,57,82,112,,drowsiness,0
a114975113,christopher,lew,wilson,m,17, 42  laguna  place ,christopher8@yahoo.com,n/a,2018-7-31t08:27+00:00, 42    laguna    place ,nsw,61,19,75,155,,wandering,0
a178859406,stacey,dillard,hull,f,46, 47  mallam  crescent ,stacey.hull@mail.com,married,2018-7-31t09:44+00:00, 3    hinkler    crescent ,nt,141,47,83,166,,pneumonia,0
c108255354,terry,sun,richmond,f,42, 3  lewis  way ,richmond.terry@gmail.com,married-de-facto,2018-7-31t02:16+00:00, 3    lewis    way ,wa,61,19,79,162,,foot-surgery-to-remove-spot-on-right-foot,0
h152314180,andrea,spring,fine,f,46, 122  smith  street ,ddrcemgqsi@hotmail.com,married,2018-7-31t15:44+00:00, 122    smith    street ,nsw,76,46,77,146,,seborrheic-dermatitis,0
i185717090,michelle,likens,davenport,f,33, 43  joanne  terrace ,michelle8@hotmail.com,married-de-facto,2018-7-31t11:41+00:00, 43    joanne    terrace ,sa,46,15,73,201,,elevated-hemeglobin-a1c,0
c103250705,emily,,guthrie,f,35, 10  fifth  avenue ,,not-married,2018-7-31t01:08+00:00, 10    fifth    avenue ,nsw,124,40,76,72,,sepsis,0
g148346095,joseph,larry,wood,m,46, 16  mcclintock  street ,wood.joseph@aol.com,married-de-facto,2018-7-31t11:11+00:00, 16    mcclintock    street ,act,148,39,77,96,0,headaches,0
g139262996,luther,michael,myers,m,36, 25  douglas  street ,luther.myers@mail.com.au,married,2018-7-31t07:02+00:00, 25    douglas    street ,sa,81,22,76,146,0,musculskeletal-pain,0
i191786607,contance,lynn,rodriguez,f,37, 353  bayview  street ,rodriguez74@yahoo.com,married,2018-7-31t17:29+00:00, 353    bayview    street ,qld,77,28,75,172,,left-ankle;-ulcer,0
g111768249,james,d,clark,m,23, bents  road ,clark.james@yahoo.com,married,2018-7-31t12:15+00:00, bents    road ,qld,87,29,79,167,,right-arm-tremor-(worsening),0
g126496983,delois,yvette,liverman,f,65, 5  malabar  court ,liverman90@gmail.com,married,2018-7-31t12:40+00:00, 5    malabar    court ,nt,110,43,80,197,,subject-started-taking-lexapro-for-mild-depression,0
g137310255,john,martin,bond,m,45, 11  williams  parade ,bond17@hotmail.com,not-married,2018-7-31t07:41+00:00, 11    williams    parade ,nsw,110,62,72,251,0,crying,0
h129782621,frank,gray,davinson,m,35, 8  darrandaul  drive ,frank68@aol.com,married-de-facto,2018-7-31t05:05+00:00, 8    darrandaul    drive ,vic,90,31,67,213,,cough,0
i168641887,janaye,jane,shepard,f,26, 15  slade  avenue ,janaye87@hotmail.com,not-married,2018-7-31t02:26+00:00, 15    slade    avenue ,nsw,123,41,77,111,,abcess-of-cyst-on-shoulder,0
i154659735,kathryn,marie,jackson,f,41, 2  south  street ,jackson.kathryn@aol.com,separated,2018-7-31t18:05+00:00, 2    south    street ,nsw,82,26,71,204,,minor-arthritis-in-neck,0
h131151520,david,jackson,harrison,m,43, 5  lola  street ,harrison.david@gmail.com,married,2018-7-31t23:18+00:00, 5    lola    street ,qld,134,35,66,97,,right-knee-pain,0
c122353448,paula,ann,east,f,33, 85  columbus  drive ,paula.east@aol.com,separated,2018-7-31t21:47+00:00, 85    columbus    drive ,qld,97,36,74,148,,rectal-bleeding,0
b178451790,lester,Mr,kunkel,m,38, 1  blake  street ,lester.kunkel@yahoo.com,divorced,2018-7-31t02:39+00:00, 1    blake    street ,nt,130,42,68,203,,worseing-depression,0
b139177054,holly,gerock,adams,f,22, 37  sicklemore  road ,adams48@gmail.com,not-married,2018-7-31t01:39+00:00, 37    sicklemore    road ,wa,138,61,72,210,,wrist,0
d186542043,tonia,mebane,griffin,f,27, 5  maude  street ,dknfgmelri@gmail.com,married,2018-7-31t03:33+00:00, 5    maude    street ,nt,116,48,78,209,,torn-knee-meniscus,0
e127254970,morgan,m,wilson,m,38, 256  james  street ,morgan94@gmail.com,divorced,2018-7-31t21:53+00:00, 256    james    street ,qld,56,18,71,155,,drowsiness,0
e136307830,jana,windham,pinkston,f,36, 26  tareena  street ,jana.pinkston@aol.com,married,2018-7-31t19:03+00:00, 26    tareena    street ,sa,139,52,64,118,,head-injury-due-to-fall,0
h146554096,donna,marie,freeman-patton,f,43, 529  rae  street ,donna.freeman-patton@mail.com.au,separated,2018-7-31t04:53+00:00, 529    rae    street ,vic,132,42,83,110,,dry-cough,0
a105331213,mohammad,thomas,smith,m,24, falls  road ,mohammad.smith@yahoo.com,married,2018-7-31t20:36+00:00, falls    road ,vic,114,29,81,224,1,headache,0
f124539050,dallas,thomas,carter,m,24, 3  schilling  avenue ,carter53@mail.com.au,married,2018-7-31t17:59+00:00, 3    schilling    avenue ,qld,119,31,70,214,0,diverticulosis,0
g164318742,stephen,edward,dubnansky,m,28, 1  gray  close ,dubnansky46@mail.com,not-married,2018-7-31t18:37+00:00, 1    gray    close ,vic,68,22,73,161,0,nausea,0
f180018706,hami,poag,dobbins,f,36, 8  havendale  avenue ,hcdtqptplb@gmail.com,married,2018-7-31t21:36+00:00, 8    havendale    avenue ,nsw,72,26,71,91,,common-cold,0
h173626277,richard,george,remencus,m,28, 10  bulkara  street ,remencus65@yahoo.com,not-married,2018-7-31t21:16+00:00, 10    bulkara    street ,nsw,56,19,71,169,1,wrist-pain-due-to-rt-corpal-tunnel-symtoms,0
c140324253,michael,christopher,hurst,m,33, 487  high  street ,hurst.michael@mail.com.au,separated,2018-7-31t06:28+00:00, 487    high    street ,vic,62,16,73,219,0,cataract--right-eye,0
c153348733,michelle,marie,parsons,f,34, 58  lady  penrhyn  drive  beacon    hill  2100  nsw ,parsons58@mail.com,married,2018-7-31t13:11+00:00, 58    lady    penrhyn    drive ,nsw,113,36,80,198,,flare-of-polymyalgia-rheumatica,0
e101625304,james,stanley,sanchez,m,42, 116  jervis  bay  road ,qlcmtendib@mail.com,married,2018-7-31t14:33+00:00, 116    jervis    bay    road ,nsw,113,30,69,145,,hypertension,0
h186037606,valerie,antionette,kitchen,f,30, somerset  road ,hdqpjhdedf@gmail.com,married,2018-7-31t19:18+00:00, somerset    road ,qld,108,35,75,105,,toe-pain,0
e141598692,tony,gregory,webster,m,17, hume  highway ,webster3@mail.com,n/a,2018-7-31t04:11+00:00, hume    highway ,vic,56,18,74,137,,pregnancy,0
i179682714,bobbie,rank,thorne,f,45, 13  torley  road ,thorne29@aol.com,married,2018-7-31t15:56+00:00, 21    permien    street ,qld,109,35,76,74,,head-injury-with-fall,0
a116496106,jerry,bryan,serrano,m,31, 21  tingira  road ,dbqmsaiecs@mail.com,separated,2018-7-31t08:14+00:00, 21    tingira    road ,tas,107,29,79,117,,fall,0
b174894941,gabriel,gary,holder,m,25, 82  elderfield  road ,gpqhallcso@aol.com,married,2018-7-31t07:50+00:00, 82    elderfield    road ,wa,127,34,71,124,,subject-hospitalized-on-9/4/08,0
a158714250,yin,gay,morrow-almeida,f,23, 7  lodge  street ,morrow-almeida64@yahoo.com,married-de-facto,2018-7-31t03:51+00:00, 7    lodge    street ,nsw,96,56,77,203,,conjunctivitis,0
e195947749,jamesen,elizabeth,austin,f,27, 512  railway  parade ,jamesen54@mail.com.au,not-married,2018-7-31t13:28+00:00, 512    railway    parade ,nsw,87,28,77,185,,tingling-in-both-feet,0
g165443932,robin,ann,boone,f,48, 20  comollatti  street ,robin.boone@mail.com,married,2018-7-31t24:26+00:00, 20    comollatti    street ,qld,137,49,72,159,,coughing,0
g148708299,charles,c,stilwell,m,30, 46  balook  street ,stilwell72@hotmail.com,married-de-facto,2018-7-31t08:54+00:00, 46    balook    street ,tas,93,34,76,102,,low-energy,0
h177110186,lauren,webb,boland,f,33, 74  lower  king  street ,lauren.boland@mail.com.au,married,2018-7-31t13:29+00:00, 74    lower    king    street ,qld,135,49,75,134,,loss-of-balance;-trips-over-left-foot,0
a176460740,david,Mr,franks,m,33, 206  heagney  crescent ,qlsaehrngt@aol.com,married,2018-7-31t08:27+00:00, 206    heagney    crescent ,act,64,21,83,210,,kidney-stone,0
a155016540,jewell,clapp,lands,f,37, 11  banyan  street ,jewell94@yahoo.com,married,2018-7-31t15:31+00:00, 11    banyan    street ,nt,91,37,66,224,,dizziness,0
a107918575,rodney,michael,brittain,m,31, seldom  inn ,rodney80@mail.com.au,married-de-facto,2018-7-31t02:54+00:00, seldom    inn ,qld,79,20,72,80,,leg-cramps-at-night-following-day-of-exercise,0
h125434541,john,frank,worsley,m,31, 37  hannan  crescent ,worsley52@aol.com,divorced,2018-7-31t23:49+00:00, 37    hannan    crescent ,act,138,37,76,139,,diarrhea-with-decreased-appetite,0
c175829368,sam,joseph,browning,m,37, 35  currawong  crescent ,,not-married,2018-7-31t11:44+00:00, 35    currawong    crescent ,sa,57,14,71,154,0,hyperlipidemia,0
e160009133,kenya,elizabeth,hunter,f,22, koala  way ,hunter.kenya@yahoo.com,married,2018-7-31t08:40+00:00, koala    way ,nsw,65,23,71,186,,left-eye-conjunctiutis,0
b167914826,charlie,shawn,friar,m,61, 17  tenth  avenue ,friar.charlie@mail.com.au,not-married,2018-7-31t06:08+00:00, 17    tenth    avenue ,wa,100,27,70,248,,dizzness,0
i112453599,lauren,jhamerria,parker,f,54, 48  st  clair  boulevarde ,parker.lauren@hotmail.com,divorced,2018-7-31t03:40+00:00, 48    st    clair    boulevarde ,vic,67,27,74,125,,cataract-surgery-(left-eye),0
b113840992,scot,lynn,whittington,m,36, adolphus  drive ,,not-married,2018-7-31t10:35+00:00, adolphus    drive ,nsw,-99,29,80,251,0,increased-obsessive-behaviors,0
b194504936,mary,monee,rose,f,49, 1050  terania  creek  road ,mary.rose@mail.com.au,married,2018-7-31t10:49+00:00, 1050    terania    creek    road ,nsw,116,46,73,197,,low-energy,0
h196054640,daniel,lyn,fritz,m,20, 22  cameron  street ,,married,2018-7-31t09:17+00:00, 22    cameron    street ,act,92,29,74,159,0,dizziness,0
g119862954,cecelia,Mrs,marlowe,f,28, 8  hibbertia  close ,marlowe3@aol.com,married,2018-7-31t24:02+00:00, 8    hibbertia    close ,wa,73,24,84,209,,red/purple-blotches-on-calves,0
e150566228,shelia,e,campbell,f,33, 1  hablett  crescent ,shelia89@aol.com,separated,2018-7-31t03:17+00:00, 1    hablett    crescent ,nt,122,42,83,196,,incontinence/bladder-leakage,0
